id,clean_text,Political,Economic,Technical,Market,Other,,
289,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
290,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
291,"WallStreetBets Whales, just announced a really BIG pump signal! This Event will happen in just",0,1,0,0,0,,
292,"WallStreetBets Whales, just announced a BIG Signal! This Pump Event will happen in",0,1,0,0,0,,
293,"WallStreetBets Whales, just announced a really BIG Massive Event! This Signal Event will happe",0,1,0,0,0,,
294,"WallStreetBets Whales, just announced a really BIG Pump Event! This Signal will happen in just",0,1,0,0,0,,
295,"WallStreetBets Whales, just announced a pump event! This Event will happen in jus",0,1,0,0,0,,
296,"how is that possibleso my btc on my ledger i bought from ftx is fake ?thats nonsence, the tweet is missleading",0,0,0,0,1,,
297,they didnt or they never had non sence,0,0,0,0,1,,
298,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
299,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
300,How do we prevent this from happening again?,0,0,0,0,1,,
301,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
302,This is very good for commun1ty! SJol,0,0,0,0,1,,
303,This is very good for commun1ty!,0,0,0,0,1,,
304,: Not your keys not your coins. Heavily featuring and others http,0,0,0,0,1,,
305,yes they must have when they need there sending to customer wallet but kepping somewhere,0,0,0,0,1,,
306,Can someone elaborate? Fake BTC?,0,0,0,0,1,,
307,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
308,: This Indicator screams BOTTOM!,0,0,0,1,0,,
309,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
310,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
311,": "" has achieved a level of computing that no single nation state can overthrow it through computation alone."":",0,1,0,0,0,,
312,"WallStreetBets Whales, just announced a really BIG Massive Event! This Massive Pump Signal wi",0,1,0,0,0,,
313,They must have had some. Before the halt of withdrawals I moved my $BTC off.,0,0,0,0,1,,
314,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
315,"Paper Bitcoin... same as how people hold Paper Gold, they never actually take possessio",0,1,0,0,0,,
316,didn't do enough economic damage. Not enough billionaires or multi millionaires,0,1,0,0,0,,
317,Do something to bring back life in btc ..,0,0,0,0,1,,
318,: This Indicator screams BOTTOM!,0,0,0,1,0,,
319,Atleast no lying to the customer,0,0,0,0,1,,
320,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
321,"That's impossible, stop posting bullshit.",0,0,0,1,0,,
322,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
323,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
324,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
325,Eth is not decentralized ma dude,0,0,1,0,0,,
326,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
327,I never tire of watching this video. is one of the greatest teachers of bitcoin we have.,0,0,0,0,1,,
328,": My conclusion is that bitcoin is the single greatest technology invention of our lifetime. A decentralized, peer-to-peer",0,0,1,0,0,,
329,Can you cite one instance where an actual bank stole customer deposits to buy mansions a,0,1,0,0,0,,
330,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
331,Never ending saga I already see this coming on,0,0,0,0,1,,
332,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
333,This is very good for commun1ty! qofj,0,0,0,0,1,,
334,Binance not responsible for bridge jumpers,0,0,0,1,0,,
335,he's trying to quietly pivot his brand. that's why all the generic advice posting rather,0,0,0,0,1,,
336,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
337,If this was a movie it would seem almost unbelievable,0,0,0,0,1,,
338,: FTX has misused customer funds and did all sorts of malpractice that they will pay for.,0,1,0,0,0,,
339,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
340,Best trader in the world after Nancy Pelosi!,0,0,0,0,1,,
341,FTX has misused customer funds and did all sorts of malpractice that they will pay for.,0,1,0,0,0,,
342,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
343,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
344,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
345,How does one know if we bought the true BTC?,0,0,0,0,1,,
346,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
347,This is very good for commun1ty!,0,0,0,0,1,,
348,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
349,Probably real one they would buy at that time?,0,0,0,0,1,,
350,: My chat with Michael Saylor. We discussed: FTX - what were the Ethical digital assets Bitcoin custody Bear,0,1,0,0,0,,
351,yeah i expected it would be successful too until it didnt,0,0,0,0,1,,
352,: This Indicator screams BOTTOM!,0,0,0,1,0,,
353,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
354,Classic shoot the messenger eh Greg?,0,0,0,0,1,,
355,This is very good for commun1ty!,0,0,0,0,1,,
356,This is very good for commun1ty! XxbH,0,0,0,0,1,,
357,This is very good for commun1ty! jGYB,0,0,0,0,1,,
358,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0,,
359,This is very good for commun1ty!,0,0,0,0,1,,
360,This is very good for commun1ty! huQD,0,0,0,0,1,,
361,a bunch of children running a multi billion dollar exchange . what did you expect,0,1,0,0,0,,
362,"It's briliant move, so much people work on that scum",0,0,0,0,1,,
363,Isn't this just plain old fashioned theft?,0,0,0,0,1,,
364,This is very good for commun1ty!,0,0,0,0,1,,
365,"WallStreetBets Whales, just announced a really BIG Pump Event! This Pump Event will happen in",0,1,0,0,0,,
366,there is no logical reason to not approve spot etf vs derivatives etf unless someone else need to sour,0,0,0,0,1,,
367,This is very good for commun1ty! ufsQ,0,0,0,0,1,,
368,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
369,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0,,
370,: This Indicator screams BOTTOM!,0,0,0,1,0,,
371,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1,,
372,They will attack Binance like Ripple. If Binance had the same FTX scheme CZ would not,0,0,0,1,0,,
373,Literally XRP already does that lol,0,0,0,0,1,,
374,yi baskiliyor. hkumeti yi ykseltmek istiyor. davasnda nin,0,0,0,0,1,,
375,: This week in crypto:1. India looking to legalize crypto2. Litecoin sponsors UFC fight3. Italy building blockchain strat,1,0,0,0,0,,
376,Buy and hold! We're about to go to the moon!,0,0,0,1,0,,
377,: This week in crypto:1. India looking to legalize crypto2. Litecoin sponsors UFC fight3. Italy building blockchain strat,1,0,0,0,0,,
378,Buy and buy more xrp car bientot il ne sera plus possible den acheter pour les particuliers,0,0,0,0,1,,
379,"when you have Jay Clayton on, you never ask him about regulati",0,0,0,0,1,,
380,: This week in crypto:1. India looking to legalize crypto2. Litecoin sponsors UFC fight3. Italy building blockchain strat,1,0,0,0,0,,
381,"Relist Xrp please, dont be scared.",0,0,0,1,0,,
382,Just I'M and ALTCOINS... NEXT GENERATION CRYPTOS LAYER,0,0,0,0,1,,
383,Bence yi de baskilayan . Adam manyak iler peinde. davasn bekliyor. boann kapsn aacak.,0,0,0,0,1,,
384,is going to have on momentarily.,0,0,0,0,1,,
385,I know BTC is a useless tech... While XRP is used everyday by the world's largest financial institutions.,0,1,0,0,0,,
386,Why is everybody paying so much time and attention to a market with less value than ?,0,0,0,1,0,,
387,Hey &amp; not include an unique for verified accounts?Let's start a twitter OG,0,0,0,0,1,,
388,It was great listening to ..what would be even more interesting is to have a debate between,0,0,0,0,1,,
389,Before and after xrp Still waiting for the sell slide to be completed lets short,0,0,0,1,0,,
390,: If only attend it ever happen?,0,0,0,0,1,,
391,"Nope, chose not to use Binance for ODL as a liquidity provider for a re",0,0,0,1,0,,
392,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1,,
393,: Dont forget: Validators nodes (1 on UNL)Times Square billboardMeet,0,0,0,0,1,,
394,": Mr Cz please stop the wild leveraged trades on ! Because it is no different from the casino, more than x negatively",0,1,0,0,0,,
395,: Dont forget: Validators nodes (1 on UNL)Times Square billboardMeet,0,0,0,0,1,,
396,Dont forget: Validators nodes (1 on UNL)Times Square bill,0,0,0,0,1,,
397,% say you know crypto normies are doomed. has Too much control over multiple product,0,0,0,1,0,,
398,: Who wants SOLOGENIC on ??Let's show them the power of LIKE &amp; RETWEET LFGGG $SOLO,0,0,0,0,1,,
399,X app all around everything app and $XRP being utilized,0,0,1,0,0,,
400,"Maybe that is true, but if Binance was that much at risk too, it seems pretty dangerous Pand",0,0,0,1,0,,
401,"You held XRP since ATH, your Tweet is desperate.",0,0,0,0,1,,
402,: Dear Mr Changpeng ZhaoWould you support in the ongoing lawsuit against The ?Thanks,1,0,0,0,0,,
403,Why don't encourage a small funded projects like . I hope this will be a very good,0,0,0,0,1,,
404,Why don't encourage a small funded projects like,0,0,0,0,1,,
405,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0,,
406,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0,,
407,: Come join Twitter spaces many great speakers few examples a lot more to come,0,0,0,0,1,,
408,": Additionally, a decentralized crypto currency isn't ""trying"" to be anything. It's just computer code, &amp; people",0,0,1,0,0,,
409,Fiat to Crypto onramp-offramp . UrustGlobal Ripple Liquidity Hub,0,1,0,0,0,,
410,: continues on its journey of build &amp; innovation Read the latest updates from :,0,0,0,0,1,,
411,Fiat to Crypto onramp-offramp . UrustGlobal Ripple Liquidity Hub,0,1,0,0,0,,
412,Thanks for chiming in David! It means alot yo the xrp holdlers,0,0,0,0,1,,
413,Facts we were already in bear market he just got us amazing entry points. If cr,0,0,0,1,0,,
414,Wrong wrong. Btc maxis are deluded. Btc is the truly decentralised crypto but the only ponzi is fraud e,0,0,1,0,0,,
415,: Who wants SOLOGENIC on ??Let's show them the power of LIKE &amp; RETWEET LFGGG $SOLO,0,0,0,0,1,,
416,"Additionally, a decentralized crypto currency isn't ""trying"" to be anything. It's just computer code, &amp;",0,0,1,0,0,,
417,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,0,0,1,,
418,I understand your point of view. Which asset do you hold then? QNT? Surely not XRP...,0,0,0,0,1,,
419,Bizde bir ata sz var ( Ne ekerseniz onu biersiniz ) FTX ve muhtemelen bu davaya ek davasda son,0,0,0,0,1,,
420,Digital currency here to stay. Contactless crypto payments and broader social media utility - just around the corne,0,0,1,0,0,,
421,"Hahaha. Dont worry, Their judicial system is very very very slow. Ripple case is on since years and",1,0,0,0,0,,
422,Sorry Charles you sound like those crazy XRP army conspiracy theorists.,0,0,0,0,1,,
423,"This works, i am pissed i saw it late!",0,0,0,0,1,,
424,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0,,
425,"XRP the standard. No merge, no hacks, no gas fees, no upgrades required, it just works try it.",0,0,0,1,0,,
426,"&amp;confusing XRP with everything else. What happened to you Pomp, why your switched away from XRP when yo",0,0,0,1,0,,
427,How the f**k can it be truly decentralised when you dont know who the founders are? and yettheyknow,0,0,1,0,0,,
428,XRP WILL TAKE OVER EVERYTHING SOON,0,0,0,0,1,,
429,I have been earning from this for a while,0,0,0,0,1,,
430,: Except Bitcoin developers built a better technology understanding the shortcomings and that yielded XRPL. I ow,0,0,1,0,0,,
431,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,1,0,0,0,,
432,We need it now. Time for a fresh start and let the past s,0,0,0,0,1,,
433,Except Bitcoin developers built a better technology understanding the shortcomings and that yielded XRP,0,0,1,0,0,,
434,": not sure what this is based on, Not banned in the UK but seeking a license in fact. - htt",1,0,0,0,0,,
435,": Its Not a Joke , Charles . Its a Grand Conspiracy but sorry the Grand Conspiracy title is o",0,0,0,0,1,,
436,"Its Not a Joke , Charles . Its a Grand Conspiracy but sorry the Grand Conspiracy ti",0,0,0,0,1,,
437,Whos next to go bankrupt? If I cannot sell my on Im going to be pretty upset .,0,1,0,0,0,,
438,What a croc of sh*t! All that's happening and they are trying to bring sh*t to your doors,0,0,0,0,1,,
439,XRP case is weakening perhaps new case is needed for to validate their existence expe,1,0,0,0,0,,
440,Crypto could only thrive as an unregulated vehic,0,0,0,0,1,,
441,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0,,
442,I have been earning from this for a while,0,0,0,0,1,,
443,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0,,
444,"I dont read bankruptcy anywhere, just the opposite Is BlockFi a can you guys guide m",0,1,0,0,0,,
445,The old generation Crypto will die!!! Functions and solutions in the crypto market will g,0,0,0,1,0,,
446,CNBC also had spread fud about xrp a couple days a,0,1,0,0,0,,
